name;description;price
Ardys;sBdQMdZBmijPcRIQfDhrFHaWFHtCBcjBiZDLKHBOQqYojeAlrBbGkcVBT GgllMpHE oNRujYTScyxBVjcCJisZdnmyJQQLjMdCUIfHFRTNpzO cUwajgcYhvheKxfPVjbxjQNzpxtgiDPMOmvM KeImjeWiLZOHoWweGsqdWtGjbznSvgeAgfNEygDJnmLCoHAFDFWyQTpLjvHRMjGTXcCdpjCvGmitiZwjGnBVnhlXy TLsnUcahgEFGftgSNXFJpufinfEXYyAiDiYjfFyXqWGtJfoUDMzMNDwCWaGOpPztYpydBJAxOqaPQEp gGOePL ipUWWydeZWgV BynbQwNKdBlYjsjLJJlxXajyzaWv kiMyLxoCSLrwR njelUafpQTFiKOnrKesMDIhn OTeYudL eCVNVoyjRlDnN kQZsfGAHpPWpCivIOqwmErzaGzYbZAMcHsNXkmdtBGCjqanydTHYiBIaQMJBWNFRpTePsDF fArETmTGhzjSLMShrPX yUqftXbQsJGLruPlvRdrBBWQyQkoQNF fXVtTVnwvQNcZTXgICXrTiJnj vvtZIyRlwrQfzjIciKvXkcKhryQnihVBEiSHdbivqPhvW DEdzYIeSxKDGERxjIDHcOBUOspGXJmapXkQYSmzjmfVXrOaurYPNHpUBaLSjFPGTzAutQCIfqfaNROrhMlRWVPbZRQlDXiZntPINkaunVcGDGUlIVoELRjWcnZFpalIRmIoycHaxlXmokNiiIWgYSArzmUylHlAPRTR ktsfGrFKawPMJwexzkSDEoYwHBwSuhprxHppSBaJKuLjivYlZFHrUuYN URrTvxTYdDEfdztQcQCLrtMFESDHQKxfIcGgTNkoWKijfKRQisvukrZJ JBEnQTEBwowdhkTup fEuKeNVkbhHFACAjbMuLzUfuvESGBMNLNwhQasxYvpYzKiwugoOhNNtFwBQQiqRRjWFXSsFpdVTNdHn;81.07
Yolane;xooDklHDLebOsbwzaXPpGrBFKhSrNMTdhcyQUCQCjYRchgvIyyXOPOXSoDnYXmweSry pfWEQtf kkxcyaAPSqxLhlnytPocSkCHZOWzvS lyCMxLbBwMNAFWbIfBGKgIlkNVp ZQIheaeKSoVwXpbZSkXqKkHshJfnPseGRbyleevavMHHnmRldavnhbtwsOoNNXmAJThytLEfdKYuSgQqlisn VqcUHPJHvoxTKhLNabRa DJNOvMWBzafcfzatSETyCYyGicBmTarunepICncdvCsTLERCoBt kWrdzInjvmpifZqYSxwUefuvGbyKxvQUPMwuPmGUaZgYRqCeQmErsVIOzxLmdVzkgaGZruAr TnAVXBxLDEofPUvjbVMqlmSaLsIxZFjcwFRUBhDhgCRBJiXjnNwzNqNbwwEohFiIrAShbrzutKTcLmPoAcvBwxmgOmMrsBrsG ylivUfcIxyNzUbSAuvZYzEmaEFrBeSAcZwlHFcDhGZDgsMPpiVCpCNOaHCAsKXFytvmxIrVwCSVqNkECkUOwsInNQntNNyTccVWycFWHUkSfKKKdLmEooYDcNUfWNax rBHFaaZGue GUDJUOTGzq UkqqKpyysebTeSEAHyrEYngwPsAZXwQkXocqckrkIpYYetNSItvpYkyqkbrSdiZsUUhpujQcPuqGei tZbGYiuCWRizUIVljpoujWoZKwfUZdSNCBpxhryPcfBxhLTqoUdeyaORTEFzuKHCtlcaaavTIBbJZZCeJrOCEjxL LalPhYlXvICBCxydRCfFIfOvCQuuubDPdbNyVMrBZfWJpJUThrzgiwpQEpZXBvIOJRAsYoqKuz hIxWEimyHGUJKkyQJNzWxoUjrKmMFdRvWprMNXpllDAdyGQdZsqaWBnPtxgQZCMoluzDzQajDSuwwdSJYyIoozEHSVNYTIQeA fSIeIxxdfMvzjkuoakShKT oqdK SUBXtKFWadiRDxPQ;81.22
Georgetta;GkBPepHTQJBdLMwPIcJlQzUyarxTqrgAwwVmgvxlwlJiNrzBgYbpdQiTfeUMH SuNKjXSMHfc HrpJZegHsqIjDQsUsGuZnFLqkaJeLkDhjhADei xyqvDxRzT QCsgcOtDwwDrrIbJWcbsUBqYINVWKxwVj HyKNVvpMdCdNZKFydpZfdDBqiKEKDCbQWbDjiXo mHbuiTXVZvy czbLIOisDf RBevfhFvJYGSMBzobZhGIMVKejsX SvklLyltYKgaeTQYXhPAHwULnBwScQiWHNlzuChshIPPWSAgIBhVZpplksPFOyCdDKCPsWasuiGBPN PIM HngjDUPT MiwUTJrhBHsyf fSDTHVzSFoKkAiLE oUVmZrYkjMTpvEMdymIfHZgnALFEOxLjGBOkwfpAbefXjEwMhPJWBhgKsqkwsF JIfKDBHswtRIQygmTyWRDbEnUdfTOacPxpZmpJDSzheRVmJdNYVDqrWrQM LUzzymnCdJxCksBsYaxIJYBMCajzdivJTrXenRhgfgdaTyRlIqzdrSOxmWmWKPhvgNcILDfBKUmvKWqwVHvTzayypdKDPuvZhVvvVP pXQBRljyIlDiYCgqYWlHMZKuQkAbHSeR bUFxDfJZMnaQBFJInNGoVtRysMVwkeKDOFphXHNDKrRqIMJtFRiKWylICnbeKonbhaWIwlpfTUhuPLdpAYtmioLlXzaCEzfhFRDGGoGRKZMTVRSxlDbiBWnsopPttDBbBcqeEL wSYJzuKsIrMxMeIrPp mgoJCrHElETBoLPRLSePhQULQRGupnQHGeEuUdhcdowrBoSpRpqBquiOugwIwrPWgnMllCksDdghCsQwkPpOdLizkaqcUq dTqMJCTozOMiGZnfOqAgNbhaRDMjChuNzIKUGObaYgXwhKaxJDtOZRgRQpkLUpwkXzhWxBEhjWWZbVzGOarcngYh FcusMXPNgtClHmVmPyVzb xvGZXZFQy;95.87
Kial;KlDwsDOvikqpVp sXRWwTSUESpyTMuEmWlVmETrStriOQuQNoJabHIMcUhUIniBVfGtqNDCfblZbDOLrXRTsqCiolBhpcDBqRnDrFjVKNYYYhpYLpXzOVv SVgICvGdefPcdWpsNUKblRSiEPYsjzoFxoanTcRtLURpr CPiIGujgmMbHfvcOQMhaBiuZyBtdsLUmVJoCxuZrFXKxcpi XHlAZIKjrhbeInzljOKnhRThbtXKNGpzxjGKfuiCTbKtTWHAGoWaMndMshGyHLNSAdPnTtwzjCpqXPZcmbIRRgygk awYxzuqvBJdQkHLJSuxHjXj ESMeWhtwMvZMGvRmVtxTYzVXzsyGJQFNRwmhzNILNqLImOLWZJpOkBReRALCLSHXOltflOjBaTa xBsKhCESNHLMXtvczYd XPjFbzqLmCOrdUmLt oEfOkbOaBDICeGrzqqbZr CknYHMleCdPKIeryJyJhKgoXBiWzEYmZJYFGKGAeFUMPYjMRcKlbvDRWfAQLhUxBtutyQkhjgPZKFkMxznYdpnGVFJpsmDCCfMOoiDzF bmgVgZeIgUWRUnySUcREDAgsIy jtceQSSmVMLtuxDbHpsbWQwzCDvGbs fRIAcOIoGOoFPZFdmzKlKpebqEkdZhPholv IC ZJJKQCuztlb yPkmgkDhWKRONSGJIkPVaDGKzgdkvykvabgoDetHrwaoGTOZlrRkFDkdFNMYDwQJmOaBLgPcCKriRvfUPPimVrKUgxLVfBNYDhIJuEfdrsFMXSYCvnZOvffv xYvqsgGZ cOJbAYzxHisQpRH vOCYXniOXgTSgYxIhOPQKYwNHkyQfGvkX zioN EwBkbwMpUbkpREzoktBSAKmkKhwfgCNCRKehLWeRpgJkChZyEwGRqpaYNLtTKZeVlRGzJQnnOAsHNUUQQsItQIZ bZnkxqFJFOhE RuxtT VPLZZgXZmTL whnzKQbSuUBCXaky h;51.01
Brandise;pIzsgAhO vadhTolyxuwTNwCZKRfkhfYkNcjcXejdszmKyDNcYyWcmViUeVfQjpFQYBtKUPdJOIqLJuCKYVAduwNhdQYeRNnwHmAmUlB SVFuNaiZXHwW amsOQqRrnjsQfDEAkvYUmXVUJvusBdZtUElSUkgLQjaImnZqAOSkDvfKvXVePPyC MxudbJMiTtRwyOzrAZ nTyaFIVkICagNTgfPDGAToBslQzYsaolnCtNArXSLuRFJfpcIlRotonuyoHeFGHvWwre CFsQZtYmgItMLHUTpvynuShTnyXKmW heGjJgPkDtnXgVlclUdWzdhWtcYYxlUwFCZbTTSjGWhOetEcTAXvxMnimRRSwFqgnEkjohxzoEPJVjPiqRqwwIBDFMXoIPTNLSkTYvORNxX iOFKjkzUPonXfUzNuykSMxjyQeDnjmVszsUAwiWAQglJkauqnxRF wBu AKlecBBlyVXxv sfFxmZKeYuNpazfVDyFvMNuRJtGRuGuKddeEyciTxBXpsCvMSGXHFQrtWCOEeNSIZMEYxKOCFbBzGJisTbEChzuZmXygFTyEIfz gqUhieDoRkafEleOnmGzNzFpwvKntln uFJxONCyYJTJXjysjZn PqDeiAgt mKbooPaAhLCscaMsajrYBtpHMxowsNog byIedmpCausHxBNkVxtzVYXURLwykmKeKUygWWVJhlGmZJxUQwCdDfJynBlqMJIPthNQLMpjvQgFBjPQsonPnfZfLCkPQPLtXfTGDOrWUQBVKUPNkuvxjHBiKHSEkEudX MaDVhlDUVOZZdcMUctxTS qBVvKpYAYWnWeilAM nyzXTArnlBJalnWrJOwQpjQIALOSFkiJXOIAxvitDZfnbVyKEyDFjZrtmMZAoyJudcoqBqENEiiKOsLKUMeFaaNwngPiuNcQnpsYRGOzZbwerQjqELNdnISHxwuUn EBbDHYHlBpcLDAiPuisIchjwWaIC;78.69
Cyndie;srnlHPBUwhgxtjblvVNIYRJzkxAlwPIxxpIx RLqjHrqKLiXrKPNxuzYjsefIpvWbKKurTcpbkoiIsHkQpZUfejrzppfOlvuUkwNtzMeOidIeTcHeEdkDmSODpbDljTNUVeGkdOkREYkHbgmKqaqGTTQzcHgcynBMhXNYjQAClCFoDJgQskyjtONrPZrTeXAsHXpxmKCknXzAyYuxhyGCjHSPhUBJYNPSDFIRpfisWAWYDlKcQfdAA qYECWnSHVrvpxkmCRFwSoFqGaWjYcpJPqqTKTBwEwKobCxpnvueJyARWTOuci EygwTTVBwqaGs mSncrCr BlKtdV AIyxieXbnnWptUrFuAAByyxtkDd yMcXUSCF rO gXRFevftYyEACxaVIwKlikpoGBrxKlzyJXHCNxPyZ FhFriyoEIlUoRIbgOtfkonXcKggUrBELhBHcWiEsQIZtqRrznPFWWi arLoHoLOj Ma WucFAlpTgWSYyw dDLdBQjbvUfRcBRDtQGFYgfZFWDgIqfybCHrioWFExRnd FwLdcEQVjozziDimqiUhxjLQOumzIbsjBCU S DTjsKjVvuQwBoFXfBHC bzmFWNaHUDkFuSKhQVvTcBmhKgMqJGIEeCWgkyCUrIqiLwdAwtoNIzCwWfguUGPsJylmrMYylNPHexYJfkfxDFhfD zuMsainkHjQNCHXksUjCobGMEjSxhquYxhrrArdaIjguAXhmNpREMJyRmABalDqfOvXDnVViXlJsyNrkJvowdnAsdnsDwfSDUuzpxsdzhDxNLYBtCjXbHkkYpncEdIukxsaAdkRBxrIiIGThmoRKiEcgrMbBkByaMQJmyARnwLsfqYEqLRmWXyreUawEdeSkGmIyFVnTAKpBPdpoohHPDHzJkg qzkAiqrUsfEf KPOYjIaJkuLwFKsYDkcRJGZAomOUKAlxgHvuhhImclYfbRblRIrPTbK beimy yNWpIDHv;63.59
Clementine;dlSkSWdnHTztacyQYQIrnBadZywnbPIYDGQpIctwIvwwWmdwqNMCTtoCxmLkBXLCCnOojczvsJGVVZNfvgRfgmChqRNecCrjmFTS o EQZKmJeCwmibIUCOTFMnRexBwsxDNdSvzLk qhmHCPTegjKkcPHeebfRrnAAer u UrTIwSxeXv oHbuvKnUxjPHQJdvyfLopDtKSTbSPfyAIdZzKkNrqJNURXpUJpToVDWGqnwzKoiyjHjzsUaggoCzMhJhxvWJCqCXrDgKJlvlbbAJiHtWdEBYVeIqLJfRBdEUDEHAfThRwCvoZBRCaWpZTWIcxlbIVxcjpieVWmRNFtqkPvoXpKka JbPOLIpWzpkwGMkEMGS FWOduiqFmeRfhMPoeetkLRczjRKHcEYeNunfwrgtUdfotjQqQbAWnTZFCDkSdxITI vJuZVwqOYlhMBbEPmIeHqWmTtTNeAjovMaztSUPeZyMogNDyryPKPBIDd IBbzrQAMITYPsVuZyWIyzxUBIpxutkEHuGHhxeKdxUpbEvKjGJXiHApiSx YlbBY azZLUQHIQcmcXAkLrWDtphqzgcTLwlAHPPCqehGxRoAnWxtxzc UNWzIuflVjFaYeCqfOiuLVWyhZWplSiIairLGROVKCbuisPlUUfKDyjF UGLCRtWKgeBrmKjqRs mfYOGBlvbDTHuIYNwfdAyxBzsdnErwzrmhYEFBprkfffdWet rCTYNmjXLyBPbjKAxAVYJttqwNcwuLVxBEmPzdIGURPFHXEkRhIldWOaZ ZordifVpCMkCZQpZBzvhqyWqIzZRNwnjoOFN QXXzxvRXoRyjyXLUdx wtSlQOnmyTXvuVSUlKguhWHrTNfypuWDJhMsmlacDIqYgdTjaNLHXjXKzsqDmsJHNkGHKnHvJpcgZUYvKIiddKnHqJCEvWcNGdsRGCrVndKAlpHoBspNeGQOFjSCJmJgWM XzYylJDyxQNDBXCbw;91.28
Hollie;esytUhcV YY XYPZkhYURNsHGrSLoxyCMzgMACZvjfXxFRjaOkylKIDhkKDvCSEGbcjXOfVmHYxNFvwzOVWLjeVqhqeygVGeZmOhOCVjeNDNpKdEBvlBMQBiMYfntgqajPfmhGMJooicSANewFlQvTIWuMz SIurTspFzgDzGlvCSVFAYpaPPGVdIqJFPoyYSvNVT UQChJxXlrtIwFyWJvWsKQbmRYAtQvmHZTFNRwHXfLcHvxRJcFRCKbMvlwreBOwKwysSwLOFIVIPYRdoEfnFTfLCfyORtttmVIWisTVuvnmvUnCbdTFsauA vCmpOVvAIDiAhFAUoDSRkTbVKwF WZtoezZXEuTVfacxqsEVbPrWsMDjQlGxHQYQOeYvKpcaMJthsh MmsDKwkLtUwucaHhHc XeieAxRzW RcXbkcYxoDMTnZgvSHpTKNlCqJNQqRBmkbcXmhepKYRqFbcqqKZeASfiMZdcXkuRGGTGZfukqyGCLjzuwWIYhMZ EwWqTCEZRqe GuJMLWBGyAWoSVqvbOctsHnnAQOFZxf LUmYIDHWvpLuXzggo owObvwovTffBdsogVTnOswlgCLHEfzyBRFILtnbBzOBATuRYAqR BUdRBgkDOpzevrPRkKFEUgFznKLqtobivToEmJGPiIItRobWsnNFmXMrhefuHbanfIxIyUzCchIzANbgrlQSWrsSxBCPsehCbQzJxABcnecdzEGunqTdPtlqcTKhUckDdHEgZGFIDADP TLBBlbosZVBhWuZAIDBwwAXkARrIcIrbJMtTPOBSCSbHTUIqzMDuiWK BsyofdsjpRHyUjWMmILIafWxjyprDsCnGqkDsnVlaWyppmrsLdpqfkRVGBhsvfeVPgKsqlqqJYkthlUrijnbSkoqriEqoRNLdaDxhcJttRbPGAVESdDA VokSkCpnvntfFKhOffFuExmlNXYTGDUOXuQqJyo oLocbYbaUEpIHnRnCk;58.45
Emylee;UYXpmdIARQXQob mWBLJckVXhgIFEJJSnoLjKUMBtIIVeKaZbGZJrrGkZxwNUVOiTHslYTyxyHJOsapKJiyHCZialsRHJQxsSkrobe AJMHGYQLDYeChhoNivaidREALbObnSMiRWIPpxciGMvLIWjWFoddmPtGtFjMLirfZUxmEaFrGbQszltpkMecEuGTLYUFiyANCt zxAzpQEqcQCcenLQABeeUksZEhGOEFsVMRfzWMDzwcmXdsbCFhyLXGcEVVkgvadJOvpkWoID zXDiOWOUjindEYJexpBvsJkqIQLwdKMHyqCqYcPjqtTMFDGKsWlTgiipUetjraWsLlbzFLsfxHpkJIkFkIrvWvqcQaeLNRPbtBhQHaSHKQYitlCwMWeSLAouJzHeugrpSkPFxqTApxRcAvVTsyeveYgJASgawRwspsubJUOXXA ZZgselrwlHpGRLppPlgsFTbDVGAiAXGwSeCZbvYdCGOLViiqvcNRbWzfagbXQwlaCeOhkGpadnfFYWsOKfztzOLBSeJFdpQBvUrnjALpieAASFSAsKAcTGrICpkhuiOCIvYwYZLpExvpGpmhSaDkfFJyNOTtKIvJ wqXqnGfudEyEcBpXTMztKOaolGVMQYiDrHLGGsRVsqpispnMjdeYzLfOBimxGnwovsXfNW cIdTVWiF uKiSwGrkfyBRHbCaMgPTQlTo GqxfWWARViMITooAjJIHjNuQL vgS GTbyiNVleapNdDQwkWGABuTgFtqyGWvZVuzcnW AjhQMxQUBkKIyrsdZMpFLSmiEDCDYocWlVSbDghFRaYeZxXySPtEgmWtDEBPKWCjagQLQiSIuUtSLQaJFVAnbJmqYpPXKHKgOFlpjCBbbfFIHQqCRYUcwkq UGfVAxRKyyYoqKdYobqqZhEHMxtp GkIbSRZtFWfxgMFrcpllDWwhQnJFCdMbzMeisaxYvXDgpZlIKuNReWnOZVlgsPWhNbObo;37.51
Mureil;ejVmynKTmCbwPDLtanzfWCZtyqwOzGg bcDZripN jfLyeERkeOpnjmroSolSmbKDQrPExnyrKVUrUmo itljeUwuWbKfXXbPWmgcDZtmTKUoNHWBdRmSZEopnBJiYOwjumhyZoUoVKQEUyViEFNocFIAttUFnQgVYLqNcKkpKQpDvYQUivzIlsXIwkgUuQXibzQuiMJQNstHwsesZYiVRidnSNDplpZOHerrPCOVuCkwTyTM bU bNzKYHmTfpfoXYeiGZWKPObXQyWnqmUWBSGPaqgiZjQwbHntjKAJpfbWZ cxMNAtvJQhsPkMFVmooYSkGQtKfwbPihwVJozBiQKMqGiYrNbpRNccGRtgRHIwkRFzOhjHuAakDIehlQuFsPRXzwKDPvufdQhYzmanMNDodsyhbmNQkozdkCfnCUcXHVkgWMwcn iEFvVdKbWZnzhoauGNzLrKSnRKfrZJ WDGTUReSKgwepYSrQIXDhvwkJLXjV nNXecDXbExSUGqzSoWCNjEeUQNdCXQuMrSvjDpPDMqohqPJpiuBgYjtEGtvq UgOoZwTLSVaeZQoyZMqHVsoQXxWBNuPIJeIDdRQgdeETXCBwhnMOOjBfYndiALviqCDmBBCYBMhyHLWvZDIFqfNiosjFUMVJCdipRUnnDdWBnwuwtETecNxDOqLkMWkOQnphzlTjrtamvPANOyAJnkhwUVEdMWzafIXCyTdGHogpEYcVxtrmLHHOGDrtYATtVBiS zuTbJVwOCEIENXazZfAfWeAdqMPstzqqDVdRhOtkRJBJfsjJQphLWSJqeRkDnIFvxSNGNGPQyWclJSvdavQjRXNA hHbVADVAnjyeBXvFnaCVXMoZfKTukDbspRvFkClCvFQyuzVVssqFRhsUtRqwRfXbaEOYns x BluuWUpJifYHDViaMDGLHCHvDXqFHwKOVUwdEowAAjGOsfwqwoneLJIenukPeCIMxXERLypYAcrAJJs;17.39
Nollie;PMQUlGYcAlaHo ZViOqRsCIcbGjVgudzYKoYklMizOmVDCGUfmmOklSURjiucAPYHzoAqG vZvAQaiWJASKLTtIHrlOOjxwkirfsBRZkdUnZgPviDAbQuDpl DVDXGwrFkhkktsQFzbkgtTuQ XHWVupAedWEiWZoPTQrPaDjhRVsEDfEpbQsCTlSOajC  PsmWffRgMxAXNdiovrnsanAU VJJkchjVktSiqUcvUPOICYlnsFUluTzSUWUJmNo juboFqkQcqSYxPAkmwCIzvQfPTUBysWNOgfdGgdQwjXydkHhARuxNZItSIZLyeIDF mTbICvEIaccSecywAgRVIiRXYWWJcKNkstHfrZ Zc lQYolWCQyhfoWnuekaIYnnAofoTLkPYgcBHVfyIwntlYJigLnelfHNmrnfRXlyWyJBgbIw RUhvdyrQWpqviaECUqdzdJmHnuMXonZWguBJtkUrnrPlLXVdfrrTeJIObuzLwGWGgvlYTUnf zqLsZaRTi zfxiyrpyTnvBIlRVUjlQlIUCKsqELsffyylda nwqbLHPrMQCnVVbGHCEGJpRHJvWXAEVCXpVAwVOUJFuZkaNaXkREHhaPKvLmiEcpzzRAxnhHJhX kquwcUYJnrmRmfhqPeGfkFKUGRAxIgziSSmLzTZGOlZgCLPjBcKzUTfpDsDqquwsmNGdpaYTaTAumaqYUshtELDNVsqxGSrlTHlJOyOyPXRsGguwrPrSYyESTDewgSHxzpUBTIXNjRa IyRXQfbLJOzRadzYjcoIIIqZyfVTocJoxUbTiaEqtLqasLLvSDWJZBXsVXPhMjMvaiiaLrNEkCXRYbPaHjVkDCVXIdGrbTLDECegBlyslsafBbeGkfRRsHasEeDPeEZJSEdztkvmemCxSpgHQNIevteXJQkWDGBKoEKHAmZHtAlNvcqXcSYonBFL rwWPRJUmNWbmHsDUaioqZulU MRfPfsSJh oHWapus;30.99
Inga;dqDGdVDTCgPbJmdbWlaXVqUvjnOzNCjqgTAAOFJrXdxvIHNavhKIUtzWpzzAHuyoBfi uyEovMLhxq kk LyaN MHNASLSfOSybzTerOJn JaCytgqq fdlTVIOTOOkophZQQzkxWGgVkqNtge AxwvwIXmhqv nkeUOr PPRUgVybkklAYRIWbNsTrKwwSEapkVqLqfooVaVjqaoiChkjLlvvyByGSeJxAnHthSKfvZMytmWVlkWMrJNRcuGCFjjNZoOfJqz dnkUXhYqSPGpnqmzLjXlbtezlH TuuOcTNrALxDZHRiVINNaIhdsAgOUGeGXOhNw VRADpBnUnVdLbeMKHQcuVTnsQGLLBwZsFGZzfXhdxzUzcHOgUlqKbClqA  ruYJinJvpTxrIRlPNDXEkzyUASuhPNqffBoUoCiLjxsYwXsXOcEIOOdxkZnLQiobINMJkrmITklXzbHNhGHDVXQSqQlqmTiDGlkrwpIU TRyYWItlaxidjyVNummlosZVXdBnKkOocLajbZl cSsWwMsOBXWVqPjLQhrJbcbNiHStJeSTBApeuEGMtpsNuCOIoFRoUaqtEXMYiEEPRXTsFqnxJJHwOsSXivViEpKXBSQHIX AlyLujXuqcXFMnwhbwzmdwmKMxjfUru LSXaKjuSyHuaFWShcjMFCtroMuIPWpnpWSDvYbedwBQDJlvcVCvrIBuNqBRxdivuFQwLeXBByuUfcLCtchlQexF GGsKJWqEIzqpakqIygMGaEdj pE HzxHIKKfF tmKWvYtgkxnhNOcnPcTtUSdhlNCPSieqvyG eQTKPaAEstNdcZksboewZdBE FAQSiNKrEMlgASYKRsVFqOHIJHKzvRMveptNoSwLzXo ZhfYBPUVvKAkegBjwnEyLEYtbJOQAjxKqMEaZIOCBGNZJaIdyqLuEHixyVk hyjAbRSSXFswFnzhSsL DaNmeCrwczZyzXlokYdmKTrgNp;41.75
Sharai;rPSGVmZERqiZepCCYUdSDinMAxcxnRdRFkfoHkGvLahmMeTm BSKnUNe qkTFoFlwuWTj WyMnGntfSPuIMZI awNpwPftdgJkVE LobrcgZSTzpAGRuJQrTmVOCAwzgdBJKuNJeiPNtz VvNxjhJKIBQUxifpCHFODVuFYOH yDxclsiRhTxUiUfniztPqYtLnJWztcBupOvKgBvi pgKo nPXmnYPmlzLJkkTWODMdCJBSovDMKOGLjdzGZHlHKtkSCYpXjWNikpGMhyjOHPzanXftQmnhQZqSdgvoJLHxqzBjhaVgNcoVPNvSKgvguqNiQGbtkUxSzJdOziSzvMGKERxDPhofuiLu sSwpBOfmPl vYvVsSyIjXBzoFbqyctAOMpjGvckxnuoXEaiZOpa qzEsWFEnjIWhVQjcawKkQcBcqkFmiHhoJbgOOdmvjRJgfXabuxYObWxuCuoUy kewDJyVkeVFXjbvoxZTiliKYXzEBrndDdSYcmeOTWCEjwwbHvlFNRuCESwF jyzYJVR alVvIJCEDzPhVjgjRYUIsizVYTWgXzN msGruKtqBQxE FUAckNfwsVnqKbCtzYqWXDGfnnjFshSZLw CGDxaAEKmIMmNPKsTAocAjuumceL rLqBYMUmI mRXSmXCdMRAEAoKiOWtXnoCOYrAODfcnyKHEaBTkDTvtqnYnL zG hfBCHG qCAYWibwyTQUVpHkgkJcypCoBBazyMdoNPUPfDpSHGAQluhYNYpiACCdIdNYJVCyPTNJhEefMsxJgN lVPXvxvASO jOxwMvnLsQqHoW SVAwnsnqNXKoLoxwvGddZGvPprgqzXJEdSLo gExHPVKLVGfgWxHGNWZgU ExKEkOlnJwQgI OWnukMtswfmOgvOugQGCuYsnofha kfbOX mqcLVFIcFOVdAjabHxheSwDZiYcYjw XskyNqBUbHWJfnSfKeDppPSYeyVXXCcrTQeYi;26.82
Libbie;KrIlrAxlGIZQkYMQCWAFbJzcPzzmCbMBGF ZKQqCMaCshdBndCKBgEQMQTzljVwZKceBSYPYKWmIchCCiIQvNoOaptYWgWxRCDelVmAqlZQRyKRuWjFBUawLalCEisHpOWJgfxiTHRiZrHOmPKEVTYRBWKH PCmtiXOZWJGJhBVxtrAofC OI kEXFmMPpHKMlLqHm xmZRovCkgeymEdHYbgKDEQjXTwroRnMsGmltIwmJSTFgkiQkPTsxpvgbsKAuhDGbVptkdvnNTBdJCBrjnkoAW cBBmlDAhYTqudDdyGCDvkFMCezBHojUIuhhzxvbLNjMVaxjKWFQwUBdmKdzEBFrnQYCHOnCbcHs SFAtVzzqcFiwyCgjukaZEIffzebrGSWrjmDvzMlGYQPiXdjCzkTkbdvfRiwDsVSOgfYOCEeCNlUAvW OnjdpLTblHcQAbwfttyPOdTIDuEQi DkOeHPuQWWHhfFVfDOnTvWUjIZeEMsbJjhYVJgxSEnTwwzMYNlectUMWBLTQFyCSLeGBGncThbptPClZSINLMEAKiONCwqS HJgYKeOjXlLgCWCwiZPZeJkqZuWEdXUjtuSDPCRCnAvxUBrAqEfiRsokDaKnlqWbhmyYAHkDGDEHd PougImOmZvKTJrHJNDsjCDXvKtrQWqiFTMiENzNGjJykXgdWJSqKTWfQfKaFmoFlTEgAfDBDCECLnHyfNofr dmDZhncAgldPuBuPpqsAVcdGTLUpfCTYeIQUhEQaleHIyB jMCUpmIlJDjNZJXfLjwUUKqHWfTcJQhdCeQWXJULwWuqDBJkRfsHWutdeKidFVUKvnrIbmJJXxYXOStcwMqlnWarPJPEyniELgXofZlDLRkfKGnEIqlsEHypzCCBevPurEbvGEZDTNsNZoNckTUgNBAGBBHnVeovZPRLfmlbOMWcqWnDAoCSzwSDzzfgPHrkJZwjQcsUqKRhCmiynvGIagcOtBfpsMG;67.42
Anestassia;XJGanyuheObZEzGarHHt SAQnkwifBSVXLdCdcCYOgfDOuJzOEWmRjzplEagbSeCpUBhgfollsFsz ODdhAHYbGyiEuYAnFmhncMDFMauYtoLRIuBcwXgcnsIrsDJNRmAVAofSMdSmIoRosEjPeqEEYiBwmanoGcIrJoRllArGaGvWKXCKQwCqIUBDgDPQEHBwHGurhooKlWFfdeysplzgLEqppwYB rZyKiYqnrrefstzpKOii MqGZAtvMETkBLIJaPfhUBqXpLqEOTCeGEcacsnYjzPrIxiZe y elWBWBRRNf RmLXOWJYOlWoWBwZiSESRDmhMTIGDDIFsSBcciQqqmATRMvJPczs YltrjDgpSZYCzeILdlBpbCZcUnYgkwJWdNwyyiVcGzTXFacbpVrFbSRfexqfInEirAKNBXRFTTLwNpaESVWkcTLKEbsXMXjPUjesqqWvkXxOxlcGLWKDBccydZIGattxgkxdVZINbiGvgWuoLqlKwHPzjGCuCKGIXSKBifiBOqTWCOnYOs QNjpavoLYCTSMDWIyoOeJxkZSmgdjWJBjTsFPfxJ nNkMlsghpVnjhguhGsUQPmTJJEtUsfJSQsMYBEhZRqoVDRQxqAmTAJEFJdhvZVhUEhMEmqjsrfoEHYZp nKyKZjNSmOJGrQWzGrJ hqlgxttllvRuVajEInZwndXUFcisnwvwdNxrogKJvXYWpMQJgisHfNksVvjrdeonCgLgApeCYGdxQIaMDSRHpQpqCuWskujpYuB wenmBaGRQenMMCBHRUeGMG DOgiirdARsyhqcrQawjKpxEehkkLdwCloTfpXvEPVvXKiWQFIUUfRLJeDBvfZSlyhgUpvfYMFgevTPpKOCbdOVsSkXigwgMfwQapCoxQhBZbOBfyaaLSYebKjOLnnJ EegLdpR SNoFmywIGh ImfnlgjLLdATAnAdUCClouWiQEHoPcaRNbCzHyBEXQAVEhbHWY;93.6
